bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
64.0,253.0,253.0,0.0,100.0,0.0,16186.0,15922.0,264.0,63.632003836623774,98.50746268656717,34.87545884994339,60.31060606060606
65.0,252.0,252.0,0.0,100.0,0.0,16438.0,16174.0,264.0,64.63911757653266,98.50746268656717,33.86834511003451,61.265151515151516
66.0,253.0,253.0,0.0,100.0,0.0,16691.0,16427.0,264.0,65.65022779953641,98.50746268656717,32.85723488703076,62.22348484848485
67.0,253.0,253.0,0.0,100.0,0.0,16944.0,16680.0,264.0,66.66133802254016,98.50746268656717,31.846124664027002,63.18181818181818
68.0,253.0,253.0,0.0,100.0,0.0,17197.0,16933.0,264.0,67.67244824554392,98.50746268656717,30.835014441023247,64.14015151515152
69.0,253.0,253.0,0.0,100.0,0.0,17450.0,17186.0,264.0,68.68355846854767,98.50746268656717,29.823904218019493,65.09848484848484
70.0,253.0,253.0,0.0,100.0,0.0,17703.0,17439.0,264.0,69.69466869155143,98.50746268656717,28.81279399501574,66.05681818181819
71.0,253.0,253.0,0.0,100.0,0.0,17956.0,17692.0,264.0,70.7057789145552,98.50746268656717,27.80168377201197,67.01515151515152
72.0,253.0,253.0,0.0,100.0,0.0,18209.0,17945.0,264.0,71.71688913755895,98.50746268656717,26.790573549008215,67.97348484848484
73.0,253.0,252.0,1.0,99.60474308300395,0.3952569169960469,18462.0,18197.0,265.0,72.72400287746783,98.88059701492537,26.156594137457546,68.66792452830188
74.0,253.0,253.0,0.0,100.0,0.0,18715.0,18450.0,265.0,73.73511310047158,98.88059701492537,25.14548391445379,69.62264150943396
75.0,253.0,253.0,0.0,100.0,0.0,18968.0,18703.0,265.0,74.74622332347535,98.88059701492537,24.134373691450023,70.57735849056604
76.0,252.0,252.0,0.0,100.0,0.0,19220.0,18955.0,265.0,75.75333706338422,98.88059701492537,23.12725995154115,71.52830188679245
77.0,253.0,253.0,0.0,100.0,0.0,19473.0,19208.0,265.0,76.76444728638798,98.88059701492537,22.116149728537394,72.48301886792453
78.0,253.0,253.0,0.0,100.0,0.0,19726.0,19461.0,265.0,77.77555750939173,98.88059701492537,21.10503950553364,73.43773584905661
79.0,253.0,253.0,0.0,100.0,0.0,19979.0,19714.0,265.0,78.78666773239549,98.88059701492537,20.093929282529885,74.39245283018867
80.0,253.0,253.0,0.0,100.0,0.0,20232.0,19967.0,265.0,79.79777795539925,98.88059701492537,19.082819059526116,75.34716981132075
81.0,253.0,253.0,0.0,100.0,0.0,20485.0,20220.0,265.0,80.80888817840301,98.88059701492537,18.07170883652236,76.30188679245283
82.0,253.0,253.0,0.0,100.0,0.0,20738.0,20473.0,265.0,81.81999840140676,98.88059701492537,17.060598613518607,77.2566037735849
83.0,253.0,253.0,0.0,100.0,0.0,20991.0,20726.0,265.0,82.83110862441052,98.88059701492537,16.049488390514853,78.21132075471698
84.0,253.0,253.0,0.0,100.0,0.0,21244.0,20979.0,265.0,83.84221884741427,98.88059701492537,15.038378167511098,79.16603773584906
85.0,252.0,252.0,0.0,100.0,0.0,21496.0,21231.0,265.0,84.84933258732316,98.88059701492537,14.03126442760221,80.11698113207547
86.0,253.0,253.0,0.0,100.0,0.0,21749.0,21484.0,265.0,85.86044281032692,98.88059701492537,13.020154204598455,81.07169811320755
87.0,253.0,253.0,0.0,100.0,0.0,22002.0,21737.0,265.0,86.87155303333067,98.88059701492537,12.0090439815947,82.02641509433963
88.0,253.0,253.0,0.0,100.0,0.0,22255.0,21990.0,265.0,87.88266325633442,98.88059701492537,10.997933758590946,82.98113207547169
89.0,253.0,251.0,2.0,99.2094861660079,0.7905138339920939,22508.0,22241.0,267.0,88.88578051314843,99.6268656716418,10.741085158493362,83.29962546816479
90.0,253.0,253.0,0.0,100.0,0.0,22761.0,22494.0,267.0,89.89689073615219,99.6268656716418,9.729974935489608,84.24719101123596
91.0,253.0,253.0,0.0,100.0,0.0,23014.0,22747.0,267.0,90.90800095915594,99.6268656716418,8.718864712485853,85.19475655430712
92.0,253.0,253.0,0.0,100.0,0.0,23267.0,23000.0,267.0,91.9191111821597,99.6268656716418,7.707754489482099,86.14232209737828
93.0,253.0,252.0,1.0,99.60474308300395,0.3952569169960469,23520.0,23252.0,268.0,92.92622492206858,100.0,7.0737750779314155,86.76119402985074
94.0,253.0,253.0,0.0,100.0,0.0,23773.0,23505.0,268.0,93.93733514507234,100.0,6.062664854927661,87.70522388059702
95.0,253.0,253.0,0.0,100.0,0.0,24026.0,23758.0,268.0,94.9484453680761,100.0,5.051554631923906,88.64925373134328
96.0,252.0,252.0,0.0,100.0,0.0,24278.0,24010.0,268.0,95.95555910798497,100.0,4.044440892015032,89.58955223880596
97.0,253.0,253.0,0.0,100.0,0.0,24531.0,24263.0,268.0,96.96666933098874,100.0,3.0333306690112636,90.53358208955224
98.0,253.0,253.0,0.0,100.0,0.0,24784.0,24516.0,268.0,97.97777955399249,100.0,2.022220446007509,91.4776119402985
99.0,253.0,253.0,0.0,100.0,0.0,25037.0,24769.0,268.0,98.98888977699625,100.0,1.0111102230037545,92.42164179104478
100.0,253.0,253.0,0.0,100.0,0.0,25290.0,25022.0,268.0,100.0,100.0,0.0,93.36567164179104
