bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
59.0,121.0,121.0,0.0,100.0,0.0,7138.0,6979.0,159.0,58.55356993036329,88.8268156424581,30.273245712094813,43.893081761006286
60.0,121.0,119.0,2.0,98.34710743801652,1.652892561983478,7259.0,7098.0,161.0,59.55197583689907,89.94413407821229,30.39215824131322,44.08695652173913
61.0,121.0,120.0,1.0,99.17355371900827,0.8264462809917319,7380.0,7218.0,162.0,60.558771709035994,90.50279329608938,29.944021587053385,44.55555555555556
62.0,121.0,120.0,1.0,99.17355371900827,0.8264462809917319,7501.0,7338.0,163.0,61.565567581172914,91.06145251396649,29.495884932793572,45.01840490797546
63.0,121.0,121.0,0.0,100.0,0.0,7622.0,7459.0,163.0,62.58075341891098,91.06145251396649,28.480699095055506,45.760736196319016
64.0,121.0,121.0,0.0,100.0,0.0,7743.0,7580.0,163.0,63.59593925664905,91.06145251396649,27.46551325731744,46.50306748466258
65.0,121.0,121.0,0.0,100.0,0.0,7864.0,7701.0,163.0,64.61112509438712,91.06145251396649,26.450327419579367,47.24539877300614
66.0,121.0,121.0,0.0,100.0,0.0,7985.0,7822.0,163.0,65.62631093212518,91.06145251396649,25.435141581841307,47.987730061349694
67.0,121.0,121.0,0.0,100.0,0.0,8106.0,7943.0,163.0,66.64149676986324,91.06145251396649,24.419955744103248,48.73006134969325
68.0,121.0,116.0,5.0,95.86776859504133,4.132231404958674,8227.0,8059.0,168.0,67.6147327795956,93.85474860335195,26.24001582375635,47.970238095238095
69.0,121.0,121.0,0.0,100.0,0.0,8348.0,8180.0,168.0,68.62991861733367,93.85474860335195,25.22482998601828,48.69047619047619
70.0,121.0,121.0,0.0,100.0,0.0,8469.0,8301.0,168.0,69.64510445507173,93.85474860335195,24.20964414828022,49.410714285714285
71.0,121.0,121.0,0.0,100.0,0.0,8590.0,8422.0,168.0,70.6602902928098,93.85474860335195,23.194458310542146,50.13095238095238
72.0,121.0,121.0,0.0,100.0,0.0,8711.0,8543.0,168.0,71.67547613054786,93.85474860335195,22.179272472804087,50.851190476190474
73.0,121.0,121.0,0.0,100.0,0.0,8832.0,8664.0,168.0,72.69066196828592,93.85474860335195,21.164086635066027,51.57142857142857
74.0,121.0,121.0,0.0,100.0,0.0,8953.0,8785.0,168.0,73.705847806024,93.85474860335195,20.148900797327954,52.291666666666664
75.0,121.0,121.0,0.0,100.0,0.0,9074.0,8906.0,168.0,74.72103364376206,93.85474860335195,19.133714959589895,53.01190476190476
76.0,120.0,120.0,0.0,100.0,0.0,9194.0,9026.0,168.0,75.72782951589899,93.85474860335195,18.12691908745296,53.726190476190474
77.0,121.0,121.0,0.0,100.0,0.0,9315.0,9147.0,168.0,76.74301535363705,93.85474860335195,17.111733249714902,54.44642857142857
78.0,121.0,121.0,0.0,100.0,0.0,9436.0,9268.0,168.0,77.75820119137512,93.85474860335195,16.09654741197683,55.166666666666664
79.0,121.0,121.0,0.0,100.0,0.0,9557.0,9389.0,168.0,78.77338702911318,93.85474860335195,15.08136157423877,55.88690476190476
80.0,121.0,121.0,0.0,100.0,0.0,9678.0,9510.0,168.0,79.78857286685124,93.85474860335195,14.06617573650071,56.607142857142854
81.0,121.0,121.0,0.0,100.0,0.0,9799.0,9631.0,168.0,80.80375870458931,93.85474860335195,13.050989898762637,57.32738095238095
82.0,121.0,118.0,3.0,97.52066115702479,2.47933884297521,9920.0,9749.0,171.0,81.79377464552395,95.53072625698324,13.73695161145929,57.01169590643275
83.0,121.0,121.0,0.0,100.0,0.0,10041.0,9870.0,171.0,82.80896048326201,95.53072625698324,12.72176577372123,57.719298245614034
84.0,121.0,121.0,0.0,100.0,0.0,10162.0,9991.0,171.0,83.82414632100009,95.53072625698324,11.706579935983157,58.42690058479532
85.0,121.0,121.0,0.0,100.0,0.0,10283.0,10112.0,171.0,84.83933215873815,95.53072625698324,10.691394098245098,59.134502923976605
86.0,121.0,120.0,1.0,99.17355371900827,0.8264462809917319,10404.0,10232.0,172.0,85.84612803087508,96.08938547486034,10.243257443985257,59.48837209302326
87.0,121.0,121.0,0.0,100.0,0.0,10525.0,10353.0,172.0,86.86131386861314,96.08938547486034,9.228071606247198,60.19186046511628
88.0,121.0,121.0,0.0,100.0,0.0,10646.0,10474.0,172.0,87.8764997063512,96.08938547486034,8.212885768509139,60.895348837209305
89.0,121.0,121.0,0.0,100.0,0.0,10767.0,10595.0,172.0,88.89168554408927,96.08938547486034,7.197699930771066,61.598837209302324
90.0,121.0,121.0,0.0,100.0,0.0,10888.0,10716.0,172.0,89.90687138182733,96.08938547486034,6.1825140930330065,62.30232558139535
91.0,121.0,121.0,0.0,100.0,0.0,11009.0,10837.0,172.0,90.9220572195654,96.08938547486034,5.167328255294933,63.00581395348837
92.0,121.0,121.0,0.0,100.0,0.0,11130.0,10958.0,172.0,91.93724305730346,96.08938547486034,4.152142417556874,63.7093023255814
93.0,121.0,121.0,0.0,100.0,0.0,11251.0,11079.0,172.0,92.95242889504154,96.08938547486034,3.1369565798188006,64.41279069767442
94.0,121.0,121.0,0.0,100.0,0.0,11372.0,11200.0,172.0,93.9676147327796,96.08938547486034,2.1217707420807415,65.11627906976744
95.0,121.0,121.0,0.0,100.0,0.0,11493.0,11321.0,172.0,94.98280057051767,96.08938547486034,1.106584904342668,65.81976744186046
96.0,121.0,121.0,0.0,100.0,0.0,11614.0,11442.0,172.0,95.99798640825573,96.08938547486034,0.09139906660460895,66.52325581395348
97.0,121.0,120.0,1.0,99.17355371900827,0.8264462809917319,11735.0,11562.0,173.0,97.00478228039265,96.64804469273743,-0.3567375876552177,66.83236994219654
98.0,121.0,119.0,2.0,98.34710743801652,1.652892561983478,11856.0,11681.0,175.0,98.00318818692844,97.76536312849161,-0.237825058436826,66.74857142857142
99.0,121.0,120.0,1.0,99.17355371900827,0.8264462809917319,11977.0,11801.0,176.0,99.00998405906536,98.32402234636872,-0.6859617126966384,67.05113636363636
100.0,121.0,118.0,3.0,97.52066115702479,2.47933884297521,12098.0,11919.0,179.0,100.0,100.0,0.0,66.58659217877096
